"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"633",6,45,11,39,100,0,57650,"https://www.onetonline.org/link/details/47-2072.00","47-2072.00 - Pile-Driver Operators","Architecture & Construction","Construction","47-2072.00","Pile-Driver Operators","https://www.onetonline.org/link/details/47-2072.00"
"634",67,33,39,39,22,100,57720,"https://www.onetonline.org/link/details/25-2022.00","25-2022.00 - Middle School Teachers, Except Special and Career/Technical Education","Education & Training","Teaching/Training","25-2022.00","Middle School Teachers, Except Special and Career/Technical Education","https://www.onetonline.org/link/details/25-2022.00"
"635",22,67,6,95,72,6,57850,"https://www.onetonline.org/link/details/19-4092.00","19-4092.00 - Forensic Science Technicians","Law, Public Safety, Corrections & Security","Law Enforcement Services","19-4092.00","Forensic Science Technicians","https://www.onetonline.org/link/details/19-4092.00"
"636",22,72,6,89,78,6,57890,"https://www.onetonline.org/link/details/15-2091.00","15-2091.00 - Mathematical Technicians","Science, Technology, Engineering & Mathematics","Science and Mathematics","15-2091.00","Mathematical Technicians","https://www.onetonline.org/link/details/15-2091.00"
"637",6,33,33,45,95,67,58440,"https://www.onetonline.org/link/details/29-2034.00","29-2034.00 - Radiologic Technologists","Health Science","Diagnostic Services","29-2034.00","Radiologic Technologists","https://www.onetonline.org/link/details/29-2034.00"
"638",0,28,6,6,100,0,58450,"https://www.onetonline.org/link/details/47-5061.00","47-5061.00 - Roof Bolters, Mining","Architecture & Construction","Construction","47-5061.00","Roof Bolters, Mining","https://www.onetonline.org/link/details/47-5061.00"
"639",28,100,61,39,22,72,58520,"https://www.onetonline.org/link/details/25-4021.00","25-4021.00 - Librarians","Education & Training","Professional Support Services","25-4021.00","Librarians","https://www.onetonline.org/link/details/25-4021.00"
"640",6,100,28,0,45,33,58550,"https://www.onetonline.org/link/details/43-5051.00","43-5051.00 - Postal Service Clerks","Business Management & Administration","Administrative Support","43-5051.00","Postal Service Clerks","https://www.onetonline.org/link/details/43-5051.00"
"641",50,39,17,33,0,100,58600,"https://www.onetonline.org/link/details/25-2052.00","25-2052.00 - Special Education Teachers, Kindergarten and Elementary School","Education & Training","Teaching/Training","25-2052.00","Special Education Teachers, Kindergarten and Elementary School","https://www.onetonline.org/link/details/25-2052.00"
"642",72,56,28,56,6,100,58630,"https://www.onetonline.org/link/details/25-2023.00","25-2023.00 - Career/Technical Education Teachers, Middle School","Education & Training","Teaching/Training","25-2023.00","Career/Technical Education Teachers, Middle School","https://www.onetonline.org/link/details/25-2023.00"
"643",45,28,45,45,39,100,58660,"https://www.onetonline.org/link/details/25-2032.00","25-2032.00 - Career/Technical Education Teachers, Secondary School","Education & Training","Teaching/Training","25-2032.00","Career/Technical Education Teachers, Secondary School","https://www.onetonline.org/link/details/25-2032.00"
"644",6,78,100,0,33,45,58670,"https://www.onetonline.org/link/details/11-9141.00","11-9141.00 - Property, Real Estate, and Community Association Managers","Marketing","Marketing Management","11-9141.00","Property, Real Estate, and Community Association Managers","https://www.onetonline.org/link/details/11-9141.00"
"645",89,50,83,17,6,17,58770,"https://www.onetonline.org/link/details/27-3041.00","27-3041.00 - Editors","Arts, Audio/Video Technology & Communications","Journalism and Broadcasting","27-3041.00","Editors","https://www.onetonline.org/link/details/27-3041.00"
"646",0,67,100,28,78,22,58870,"https://www.onetonline.org/link/details/51-1011.00","51-1011.00 - First-Line Supervisors of Production and Operating Workers","Manufacturing","Production","51-1011.00","First-Line Supervisors of Production and Operating Workers","https://www.onetonline.org/link/details/51-1011.00"
"647",6,83,28,61,100,0,59090,"https://www.onetonline.org/link/details/47-4011.00","47-4011.00 - Construction and Building Inspectors","Government & Public Administration","Regulation","47-4011.00","Construction and Building Inspectors","https://www.onetonline.org/link/details/47-4011.00"
"648",28,33,28,95,0,28,59120,"https://www.onetonline.org/link/details/19-3093.00","19-3093.00 - Historians","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-3093.00","Historians","https://www.onetonline.org/link/details/19-3093.00"
"649",61,33,50,28,11,100,59170,"https://www.onetonline.org/link/details/25-2031.00","25-2031.00 - Secondary School Teachers, Except Special and Career/Technical Education","Education & Training","Teaching/Training","25-2031.00","Secondary School Teachers, Except Special and Career/Technical Education","https://www.onetonline.org/link/details/25-2031.00"
"650",6,89,45,39,83,45,59260,"https://www.onetonline.org/link/details/33-2021.01","33-2021.01 - Fire Inspectors","Law, Public Safety, Corrections & Security","Emergency and Fire Management Services","33-2021.01","Fire Inspectors","https://www.onetonline.org/link/details/33-2021.01"
"651",6,89,45,39,83,45,59260,"https://www.onetonline.org/link/details/33-2021.01","33-2021.01 - Fire Inspectors","Law, Public Safety, Corrections & Security","Emergency and Fire Management Services","33-2021.00","Fire Inspectors and Investigators","https://www.onetonline.org/link/details/33-2021.01"
"652",6,61,45,83,83,39,59260,"https://www.onetonline.org/link/details/33-2021.02","33-2021.02 - Fire Investigators","Law, Public Safety, Corrections & Security","Emergency and Fire Management Services","33-2021.00","Fire Inspectors and Investigators","https://www.onetonline.org/link/details/33-2021.02"
"653",6,61,45,83,83,39,59260,"https://www.onetonline.org/link/details/33-2021.02","33-2021.02 - Fire Investigators","Law, Public Safety, Corrections & Security","Emergency and Fire Management Services","33-2021.02","Fire Investigators","https://www.onetonline.org/link/details/33-2021.02"
"654",100,0,28,17,67,33,59300,"https://www.onetonline.org/link/details/39-5091.00","39-5091.00 - Makeup Artists, Theatrical and Performance","Arts, Audio/Video Technology & Communications","Performing Arts","39-5091.00","Makeup Artists, Theatrical and Performance","https://www.onetonline.org/link/details/39-5091.00"
"655",67,33,100,17,0,61,59300,"https://www.onetonline.org/link/details/27-3031.00","27-3031.00 - Public Relations Specialists","Marketing","Marketing Communications","27-3031.00","Public Relations Specialists","https://www.onetonline.org/link/details/27-3031.00"
"656",33,28,11,39,56,100,59310,"https://www.onetonline.org/link/details/31-2011.00","31-2011.00 - Occupational Therapy Assistants","Health Science","Therapeutic Services","31-2011.00","Occupational Therapy Assistants","https://www.onetonline.org/link/details/31-2011.00"
"657",22,17,50,95,22,89,59410,"https://www.onetonline.org/link/details/29-1031.00","29-1031.00 - Dietitians and Nutritionists","Health Science","Therapeutic Services","29-1031.00","Dietitians and Nutritionists","https://www.onetonline.org/link/details/29-1031.00"
"658",67,28,39,39,22,100,59510,"https://www.onetonline.org/link/details/25-2053.00","25-2053.00 - Special Education Teachers, Middle School","Education & Training","Teaching/Training","25-2053.00","Special Education Teachers, Middle School","https://www.onetonline.org/link/details/25-2053.00"
"659",50,83,11,56,72,11,59690,"https://www.onetonline.org/link/details/17-3012.01","17-3012.01 - Electronic Drafters","Manufacturing","Manufacturing Production Process Development","17-3012.00","Electrical and Electronics Drafters","https://www.onetonline.org/link/details/17-3012.01"
"660",39,61,17,61,83,6,59690,"https://www.onetonline.org/link/details/17-3012.02","17-3012.02 - Electrical Drafters","Manufacturing","Manufacturing Production Process Development","17-3012.00","Electrical and Electronics Drafters","https://www.onetonline.org/link/details/17-3012.02"
"661",39,61,17,61,83,6,59690,"https://www.onetonline.org/link/details/17-3012.02","17-3012.02 - Electrical Drafters","Manufacturing","Manufacturing Production Process Development","17-3012.02","Electrical Drafters","https://www.onetonline.org/link/details/17-3012.02"
"662",50,83,11,56,72,11,59690,"https://www.onetonline.org/link/details/17-3012.01","17-3012.01 - Electronic Drafters","Manufacturing","Manufacturing Production Process Development","17-3012.01","Electronic Drafters","https://www.onetonline.org/link/details/17-3012.01"
"663",6,28,22,67,56,95,59710,"https://www.onetonline.org/link/details/29-1126.00","29-1126.00 - Respiratory Therapists","Health Science","Therapeutic Services","29-1126.00","Respiratory Therapists","https://www.onetonline.org/link/details/29-1126.00"
"664",0,56,22,61,100,6,59890,"https://www.onetonline.org/link/details/51-8021.00","51-8021.00 - Stationary Engineers and Boiler Operators","Architecture & Construction","Maintenance/Operations","51-8021.00","Stationary Engineers and Boiler Operators","https://www.onetonline.org/link/details/51-8021.00"
"665",6,33,50,78,95,22,60120,"https://www.onetonline.org/link/details/19-1032.00","19-1032.00 - Foresters","Agriculture, Food & Natural Resources","Natural Resources Systems","19-1032.00","Foresters","https://www.onetonline.org/link/details/19-1032.00"
"666",50,28,28,45,50,95,60150,"https://www.onetonline.org/link/details/25-1193.00","25-1193.00 - Recreation and Fitness Studies Teachers, Postsecondary","Education & Training","Teaching/Training","25-1193.00","Recreation and Fitness Studies Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1193.00"
"667",50,39,45,56,11,100,60180,"https://www.onetonline.org/link/details/25-2054.00","25-2054.00 - Special Education Teachers, Secondary School","Education & Training","Teaching/Training","25-2054.00","Special Education Teachers, Secondary School","https://www.onetonline.org/link/details/25-2054.00"
"668",0,67,89,22,78,6,60300,"https://www.onetonline.org/link/details/53-4031.00","53-4031.00 - Railroad Conductors and Yardmasters","Transportation, Distribution & Logistics","Transportation Operations","53-4031.00","Railroad Conductors and Yardmasters","https://www.onetonline.org/link/details/53-4031.00"
"669",28,61,83,28,0,50,60350,"https://www.onetonline.org/link/details/13-1071.00","13-1071.00 - Human Resources Specialists","Business Management & Administration","Human Resources Management","13-1071.00","Human Resources Specialists","https://www.onetonline.org/link/details/13-1071.00"
"670",61,61,50,22,6,95,60360,"https://www.onetonline.org/link/details/13-1151.00","13-1151.00 - Training and Development Specialists","Business Management & Administration","Human Resources Management","13-1151.00","Training and Development Specialists","https://www.onetonline.org/link/details/13-1151.00"
"671",0,72,22,33,95,6,60360,"https://www.onetonline.org/link/details/53-4012.00","53-4012.00 - Locomotive Firers","Transportation, Distribution & Logistics","Transportation Operations","53-4012.00","Locomotive Firers","https://www.onetonline.org/link/details/53-4012.00"
"672",33,11,33,78,28,95,60400,"https://www.onetonline.org/link/details/25-1111.00","25-1111.00 - Criminal Justice and Law Enforcement Teachers, Postsecondary","Education & Training","Teaching/Training","25-1111.00","Criminal Justice and Law Enforcement Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1111.00"
"673",39,50,89,28,0,95,60670,"https://www.onetonline.org/link/details/23-1022.00","23-1022.00 - Arbitrators, Mediators, and Conciliators","Law, Public Safety, Corrections & Security","Legal Services","23-1022.00","Arbitrators, Mediators, and Conciliators","https://www.onetonline.org/link/details/23-1022.00"
"674",22,33,17,100,72,0,60760,"https://www.onetonline.org/link/details/19-1011.00","19-1011.00 - Animal Scientists","Agriculture, Food & Natural Resources","Animal Systems","19-1011.00","Animal Scientists","https://www.onetonline.org/link/details/19-1011.00"
"675",0,50,17,33,100,0,60840,"https://www.onetonline.org/link/details/49-2093.00","49-2093.00 - Electrical and Electronics Installers and Repairers, Transportation Equipment","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-2093.00","Electrical and Electronics Installers and Repairers, Transportation Equipment","https://www.onetonline.org/link/details/49-2093.00"
"676",6,61,22,22,100,11,60990,"https://www.onetonline.org/link/details/53-4011.00","53-4011.00 - Locomotive Engineers","Transportation, Distribution & Logistics","Transportation Operations","53-4011.00","Locomotive Engineers","https://www.onetonline.org/link/details/53-4011.00"
"677",6,61,17,45,100,0,61020,"https://www.onetonline.org/link/details/49-3011.00","49-3011.00 - Aircraft Mechanics and Service Technicians","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3011.00","Aircraft Mechanics and Service Technicians","https://www.onetonline.org/link/details/49-3011.00"
"678",0,56,72,17,78,50,61050,"https://www.onetonline.org/link/details/33-3051.01","33-3051.01 - Police Patrol Officers","Law, Public Safety, Corrections & Security","Law Enforcement Services","33-3051.00","Police and Sheriff's Patrol Officers","https://www.onetonline.org/link/details/33-3051.01"
